row_id,review_instance_id,item_role,stage176_cohort,intervention_type,integrity_status,grammar_valid,contract_exact_match,canonical_control_valid,schema_resolved,native_frame_label,native_frame_prediction,stage181_primary_stratum,final_diagnostic_class,pair_id,match_link_id,matched_source_row_id,anomaly_codes,grammar_invalid,multi_axis_contamination,ineffective_intervention,canonical_control_invalid
clinic_expansion__location_swap,R180-0077,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,clinic_expansion,M180-0001,satellite_launch__location_swap,[],False,False,False,False
generated_fact_039__location_swap,R180-0022,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_039,M180-0028,generated_fact_271__location_swap,[],False,False,False,False
generated_fact_039__role_swap,R180-0015,control,none,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_039,M180-0008,generated_fact_087__role_swap,[],False,False,False,False
generated_fact_039__title_name_swap,R180-0059,control,none,title_name_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_039,M180-0021,generated_fact_227__title_name_swap,[],False,False,False,False
generated_fact_045__none,R180-0010,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_045,M180-0002,generated_fact_055__none,[],False,False,False,False
generated_fact_055__location_swap,R180-0041,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_055,M180-0037,reef_protection__location_swap,[],False,False,False,False
generated_fact_055__none,R180-0050,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_055,M180-0002,generated_fact_045__none,[],False,False,False,False
generated_fact_073__location_swap,R180-0080,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_073,M180-0025,generated_fact_238__location_swap,[],False,False,False,False
generated_fact_075__location_swap,R180-0070,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_075,M180-0030,generated_fact_273__location_swap,[],False,False,False,False
generated_fact_075__paraphrase,R180-0042;R180-0044,control,none,paraphrase,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_075,M180-0034,language_program__paraphrase,[],False,False,False,False
generated_fact_078__location_swap,R180-0071,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,generated_fact_078,M180-0003,generated_fact_120__location_swap,[],False,False,False,False
generated_fact_078__polarity_flip,R180-0065,control,none,polarity_flip,CONTAMINATED_CONSTRUCTION,False,True,False,True,1,1,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_078,M180-0033,generated_fact_300__polarity_flip,"[""DID_NOT_INFLECTED_PREDICATE""]",True,False,False,True
generated_fact_080__location_swap,R180-0078,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,generated_fact_080,M180-0004,generated_fact_128__location_swap,[],False,False,False,False
generated_fact_080__title_name_swap,R180-0034,control,none,title_name_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_080,M180-0024,generated_fact_230__title_name_swap,[],False,False,False,False
generated_fact_083__none,R180-0073,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_083,M180-0039,satellite_launch__none,[],False,False,False,False
generated_fact_083__role_swap,R180-0024,hard,beneficial_correction,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,False,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_083,M180-0005,generated_fact_151__role_swap,"[""CANONICAL_CONTROL_INVALID""]",False,False,False,True
generated_fact_086__entity_swap,R180-0055,hard,beneficial_correction,entity_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,False,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_086,M180-0006,generated_fact_158__entity_swap,"[""CANONICAL_CONTROL_INVALID""]",False,False,False,True
generated_fact_086__none,R180-0014;R180-0027,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_086,M180-0007,reef_protection__none,[],False,False,False,False
generated_fact_087__role_swap,R180-0011,hard,beneficial_correction,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,generated_fact_087,M180-0008,generated_fact_039__role_swap,[],False,False,False,False
generated_fact_089__location_swap,R180-0060,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_089,M180-0020,generated_fact_225__location_swap,[],False,False,False,False
generated_fact_089__none,R180-0058,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_089,M180-0013,generated_fact_146__none,[],False,False,False,False
generated_fact_090__location_swap,R180-0037,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,generated_fact_090,M180-0009,generated_fact_138__location_swap,[],False,False,False,False
generated_fact_090__none,R180-0052,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_090,M180-0010,generated_fact_118__none,[],False,False,False,False
generated_fact_110__entity_swap,R180-0018,hard,beneficial_correction,entity_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,False,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_110,M180-0011,generated_fact_176__entity_swap,"[""CANONICAL_CONTROL_INVALID""]",False,False,False,True
generated_fact_110__role_swap,R180-0043,control,none,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_110,M180-0016,generated_fact_158__role_swap,[],False,False,False,False
generated_fact_110__title_name_swap,R180-0086,control,none,title_name_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_110,M180-0017,generated_fact_158__title_name_swap,[],False,False,False,False
generated_fact_115__none,R180-0008,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_115,M180-0035,museum_purchase__none,[],False,False,False,False
generated_fact_118__none,R180-0017,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_118,M180-0010,generated_fact_090__none,[],False,False,False,False
generated_fact_120__location_swap,R180-0009,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_120,M180-0003,generated_fact_078__location_swap,[],False,False,False,False
generated_fact_128__location_swap,R180-0004;R180-0025,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_128,M180-0004,generated_fact_080__location_swap,[],False,False,False,False
generated_fact_135__role_swap,R180-0053,hard,beneficial_correction,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,False,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_135,M180-0012,generated_fact_165__role_swap,"[""CANONICAL_CONTROL_INVALID""]",False,False,False,True
generated_fact_138__location_swap,R180-0075,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_138,M180-0009,generated_fact_090__location_swap,[],False,False,False,False
generated_fact_146__event_swap,R180-0061,control,none,event_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_146,M180-0038,satellite_launch__event_swap,[],False,False,False,False
generated_fact_146__location_swap,R180-0072,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_146,M180-0015,generated_fact_158__location_swap,[],False,False,False,False
generated_fact_146__none,R180-0036,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_146,M180-0013,generated_fact_089__none,[],False,False,False,False
generated_fact_151__role_swap,R180-0026;R180-0038,control,none,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_151,M180-0005,generated_fact_083__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_153__location_swap,R180-0029,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_153,M180-0014,generated_fact_161__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE"", ""CANONICAL_CONTROL_INVALID""]",False,True,False,True
generated_fact_158__entity_swap,R180-0082,control,none,entity_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_158,M180-0006,generated_fact_086__entity_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_158__location_swap,R180-0040,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_158,M180-0015,generated_fact_146__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_158__role_swap,R180-0047,hard,beneficial_correction,role_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_158,M180-0016,generated_fact_110__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_158__title_name_swap,R180-0032,hard,beneficial_correction,title_name_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_158,M180-0017,generated_fact_110__title_name_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_161__location_swap,R180-0057,control,none,location_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_161,M180-0014,generated_fact_153__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_161__polarity_flip,R180-0067,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_161,M180-0032,generated_fact_287__polarity_flip,[],False,False,False,False
generated_fact_165__role_swap,R180-0007,control,none,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_165,M180-0012,generated_fact_135__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_166__polarity_flip,R180-0069,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_166,M180-0026,generated_fact_240__polarity_flip,[],False,False,False,False
generated_fact_172__location_swap,R180-0033,control,none,location_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_172,M180-0018,generated_fact_176__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_176__entity_swap,R180-0001,control,none,entity_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_176,M180-0011,generated_fact_110__entity_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_176__location_swap,R180-0084,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_176,M180-0018,generated_fact_172__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE"", ""CANONICAL_CONTROL_INVALID""]",False,True,False,True
generated_fact_176__role_swap,R180-0085,control,none,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_176,M180-0023,generated_fact_230__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_195__polarity_flip,R180-0023,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_195,M180-0019,generated_fact_227__polarity_flip,[],False,False,False,False
generated_fact_221__role_swap,R180-0030,control,none,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,CONTROL_ANOMALY,CONTROL_ANOMALY,generated_fact_221,M180-0029,generated_fact_271__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,True
generated_fact_225__location_swap,R180-0079,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_225,M180-0020,generated_fact_089__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_227__polarity_flip,R180-0076,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_227,M180-0019,generated_fact_195__polarity_flip,[],False,False,False,False
generated_fact_227__title_name_swap,R180-0062,hard,beneficial_correction,title_name_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_227,M180-0021,generated_fact_039__title_name_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_230__polarity_flip,R180-0012;R180-0074,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_230,M180-0022,generated_fact_257__polarity_flip,[],False,False,False,False
generated_fact_230__role_swap,R180-0003,hard,beneficial_correction,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_230,M180-0023,generated_fact_176__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE"", ""CANONICAL_CONTROL_INVALID""]",False,True,False,True
generated_fact_230__title_name_swap,R180-0068,hard,beneficial_correction,title_name_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_230,M180-0024,generated_fact_080__title_name_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_238__location_swap,R180-0013,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_238,M180-0025,generated_fact_073__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_240__polarity_flip,R180-0006,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_240,M180-0026,generated_fact_166__polarity_flip,[],False,False,False,False
generated_fact_257__polarity_flip,R180-0066,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_257,M180-0022,generated_fact_230__polarity_flip,[],False,False,False,False
generated_fact_262__polarity_flip,R180-0016,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_262,M180-0027,generated_fact_285__polarity_flip,[],False,False,False,False
generated_fact_271__location_swap,R180-0051,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_271,M180-0028,generated_fact_039__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_271__role_swap,R180-0063,hard,beneficial_correction,role_swap,CONTAMINATED_CONSTRUCTION,True,False,False,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_271,M180-0029,generated_fact_221__role_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE"", ""CANONICAL_CONTROL_INVALID""]",False,True,False,True
generated_fact_273__location_swap,R180-0083,hard,beneficial_correction,location_swap,CONTAMINATED_CONSTRUCTION,True,False,True,True,0,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_273,M180-0030,generated_fact_075__location_swap,"[""NON_POLARITY_INTERVENTION_POLARITY_CHANGE""]",False,True,False,False
generated_fact_274__polarity_flip,R180-0064,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_274,M180-0031,generated_fact_297__polarity_flip,[],False,False,False,False
generated_fact_285__polarity_flip,R180-0028,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_285,M180-0027,generated_fact_262__polarity_flip,[],False,False,False,False
generated_fact_287__polarity_flip,R180-0045,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,generated_fact_287,M180-0032,generated_fact_161__polarity_flip,[],False,False,False,False
generated_fact_297__polarity_flip,R180-0035;R180-0056,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_297,M180-0031,generated_fact_274__polarity_flip,[],False,False,False,False
generated_fact_300__polarity_flip,R180-0020;R180-0049,hard,harmful_regression,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,False,True,1,0,DATA_INTERVENTION_REPAIR_CANDIDATE,DATA_INTERVENTION_CONTAMINATION,generated_fact_300,M180-0033,generated_fact_078__polarity_flip,"[""CANONICAL_CONTROL_INVALID""]",False,False,False,True
language_program__paraphrase,R180-0048,hard,harmful_regression,paraphrase,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,language_program,M180-0034,generated_fact_075__paraphrase,[],False,False,False,False
museum_purchase__location_swap,R180-0039,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,museum_purchase,M180-0036,orion_approval__location_swap,[],False,False,False,False
museum_purchase__none,R180-0046,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,museum_purchase,M180-0035,generated_fact_115__none,[],False,False,False,False
orion_approval__location_swap,R180-0031,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,orion_approval,M180-0036,museum_purchase__location_swap,[],False,False,False,False
reef_protection__location_swap,R180-0005,hard,beneficial_correction,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,1,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,reef_protection,M180-0037,generated_fact_055__location_swap,[],False,False,False,False
reef_protection__none,R180-0021,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,reef_protection,M180-0007,generated_fact_086__none,[],False,False,False,False
satellite_launch__event_swap,R180-0002,hard,beneficial_correction,event_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_HARD_NATIVE_FRAME_CORRECT,satellite_launch,M180-0038,generated_fact_146__event_swap,[],False,False,False,False
satellite_launch__location_swap,R180-0081,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,satellite_launch,M180-0001,clinic_expansion__location_swap,[],False,False,False,False
satellite_launch__none,R180-0019;R180-0054,hard,harmful_regression,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,0,CLEAN_LABEL_MODEL_FAILURE_CANDIDATE,CLEAN_MODEL_FAILURE_CANDIDATE,satellite_launch,M180-0039,generated_fact_083__none,[],False,False,False,False
