run,seed,arm,frame_downstream_gradient_mode,epoch,selected_best_epoch,is_selected_best_epoch,accuracy,macro_f1,support_recall,false_not_entitled_count,false_entitlement_count,polarity_error_count,mean_frame_probability_gold_support,mean_frame_probability_persistent_baseline_positions,mean_frame_probability_stage196a_common_recurrent_positions,persistent_tail_membership_precursor_count,persistent_tail_membership_precursor_definition
seed183_joint,183,baseline,joint,1,20,false,0.7152777777777778,0.3186128193140816,0.056179775280898875,161,32,12,0.3682692826594437,0.36942976348398715,0.3621791112112318,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,2,20,false,0.7541666666666667,0.30767277712892904,0.0,177,0,0,0.25326702292836734,0.2530487698851748,0.24088364391277595,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,3,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.4218228066722244,0.417500436880902,0.38834300930927945,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,4,20,false,0.8027777777777778,0.4897120897120897,0.0,141,0,1,0.6265456044135931,0.6199031316827309,0.5779394331706654,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,5,20,false,0.8375,0.5719710864170892,0.0,116,0,1,0.48718158343533086,0.4747679571343853,0.41727101978368003,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,6,20,false,0.8347222222222223,0.5678086297904695,0.0,112,0,7,0.2895870382641934,0.27336597666163587,0.217004364343727,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,7,20,false,0.875,0.6966972327891954,0.14606741573033707,72,10,8,0.31112826207809025,0.28719603334525196,0.2129085261646749,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,8,20,false,0.8208333333333333,0.6823259400177752,0.30337078651685395,45,67,17,0.4365682630461749,0.39429073859383135,0.2937375731590962,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,9,20,false,0.85,0.7344673057439014,0.3146067415730337,57,45,6,0.38758147924896486,0.3363483205413043,0.23956301512670172,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,10,20,false,0.8777777777777778,0.7430093810265413,0.24719101123595505,66,17,5,0.3406002166379995,0.2816650254878755,0.19495291712896212,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,11,20,false,0.8777777777777778,0.7563609067609772,0.29213483146067415,60,25,3,0.44777158587389687,0.36470500677189366,0.26226836180252683,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,12,20,false,0.8597222222222223,0.7602050091014437,0.38202247191011235,51,46,4,0.528424881369641,0.42943187107486935,0.32324985074824436,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,13,20,false,0.8847222222222222,0.7570788834599022,0.25842696629213485,65,16,2,0.42565154772437575,0.32738232442393744,0.23856701433851987,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,14,20,false,0.875,0.7842732927793242,0.39325842696629215,54,36,0,0.46630294995904964,0.3583406412577558,0.271337269589743,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,15,20,false,0.8625,0.8087186017202183,0.6179775280898876,34,65,0,0.50128671385651,0.3849685881933154,0.29917400903712643,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,16,20,false,0.8916666666666667,0.7961051266706564,0.3707865168539326,56,22,0,0.37956921430792423,0.2679859278024453,0.20564501934127277,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,17,20,false,0.8861111111111111,0.7803134849646477,0.3258426966292135,60,22,0,0.368166627628264,0.25452574300032876,0.2003004426005047,,not_meaningful_before_epoch_18
seed183_joint,183,baseline,joint,18,20,false,0.8902777777777777,0.8453186406119891,0.6966292134831461,27,52,0,0.5105347339808081,0.386224647992045,0.31768899714312354,27,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed183_joint,183,baseline,joint,19,20,false,0.8972222222222223,0.8400810829382258,0.5955056179775281,36,38,0,0.4935902772537474,0.3715408640137787,0.3095874176969647,27,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed183_joint,183,baseline,joint,20,20,true,0.9013888888888889,0.8486584487651966,0.6292134831460674,33,38,0,0.5027327874399974,0.3845347834257799,0.32432865685457507,26,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
seed183_frame_local_only,183,intervention,frame_local_only,1,20,false,0.7472222222222222,0.28510863804981457,0.0,180,2,0,0.21014021957247883,0.20620462123039296,0.19210505192330163,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,2,20,false,0.3763888888888889,0.262810353935552,0.0,0,360,89,0.8853906156239973,0.8813196336502708,0.8690397574269554,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,3,20,false,0.48333333333333334,0.4562278416012499,0.6067415730337079,6,328,38,0.779567830450853,0.7728023980498623,0.7527285102006228,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,4,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.4436033181244901,0.43658397497751594,0.40736722855216784,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,5,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.2891624707530472,0.2831264694710497,0.2573183273286566,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,6,20,false,0.7513888888888889,0.29318760000460453,0.0,179,0,0,0.3174409522814705,0.30999302015244945,0.28128270445187614,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,7,20,false,0.8472222222222222,0.6710962113589183,0.25842696629213485,66,13,31,0.4375574265759121,0.42756219006818114,0.3938361910730328,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,8,20,false,0.525,0.46139951335928137,0.4044943820224719,0,289,53,0.5614372594224697,0.5494693084089013,0.5146403947643252,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,9,20,false,0.5708333333333333,0.6054697417339031,0.8876404494382022,0,299,10,0.6381439923812657,0.6248479184748631,0.5902433223774206,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,10,20,false,0.6097222222222223,0.5948604302670493,0.898876404494382,9,230,42,0.6406896319641053,0.6243571301386651,0.5846035687693504,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,11,20,false,0.8180555555555555,0.691122176872203,0.3595505617977528,56,50,25,0.6112772109828696,0.5905254677146763,0.5423368125492629,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,12,20,false,0.8777777777777778,0.6757325568702405,0.07865168539325842,77,6,5,0.5524919757595783,0.525948229453102,0.46670803704979774,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,13,20,false,0.8805555555555555,0.6847099514691024,0.10112359550561797,73,6,7,0.4465275851794472,0.4131009046001373,0.3421726697702323,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,14,20,false,0.8902777777777777,0.7417264787384518,0.20224719101123595,68,8,3,0.3519739986361271,0.31372887353060075,0.23744731135639346,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,15,20,false,0.8861111111111111,0.7655216942839383,0.29213483146067415,61,18,3,0.3360055570679795,0.28998568326929125,0.2038541937986757,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,16,20,false,0.8486111111111111,0.7507585567761335,0.3707865168539326,52,53,4,0.4030823410820299,0.3421181889136384,0.23615177514868496,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,17,20,false,0.7888888888888889,0.7445104534497728,0.6067415730337079,30,117,5,0.5133790872585638,0.43910190630636703,0.3179603329396659,,not_meaningful_before_epoch_18
seed183_frame_local_only,183,intervention,frame_local_only,18,20,false,0.7944444444444444,0.7553389351353904,0.6292134831460674,31,115,2,0.5793882774938022,0.4972442870737779,0.3691261156735516,31,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed183_frame_local_only,183,intervention,frame_local_only,19,20,false,0.8652777777777778,0.7690536578678439,0.3707865168539326,55,40,2,0.5338291200073028,0.4363656397447765,0.29698797153799505,31,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed183_frame_local_only,183,intervention,frame_local_only,20,20,true,0.8986111111111111,0.7838105117496919,0.30337078651685395,61,10,2,0.4407062168620095,0.3289485348868921,0.18808544671090505,31,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
seed184_joint,184,baseline,joint,1,18,false,0.75,0.2857142857142857,0.0,180,0,0,0.2890822917138932,0.29017771993722025,0.2838203644109789,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,2,18,false,0.75,0.2857142857142857,0.0,180,0,0,0.47651533710828686,0.47463133135058605,0.46236355082005076,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,3,18,false,0.7652777777777777,0.3601260093041754,0.0,169,0,0,0.4965623210732834,0.49439241599838835,0.47372975090395597,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,4,18,false,0.8305555555555556,0.5584661194270079,0.0,120,1,1,0.3780297112451136,0.37335853941857533,0.3481894334139001,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,5,18,false,0.8138888888888889,0.5325457618585249,0.0,125,9,0,0.29964666399650725,0.29200286756729577,0.26366561609696454,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,6,18,false,0.8361111111111111,0.5726027178640111,0.0,77,28,13,0.41514630391486224,0.4003727365770733,0.3516055355732603,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,7,18,false,0.8736111111111111,0.7296034032848716,0.21348314606741572,67,21,3,0.4124244157664036,0.38748685065908584,0.3246251262253316,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,8,18,false,0.8861111111111111,0.7448310566832506,0.2247191011235955,66,13,3,0.3766454716658568,0.33456931201388385,0.259024248067917,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,9,18,false,0.8847222222222222,0.7570788834599022,0.25842696629213485,65,16,2,0.3876177095688808,0.32269658862881995,0.23935864727930065,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,10,18,false,0.8402777777777778,0.7793640118632582,0.5617977528089888,36,76,3,0.5517346124011578,0.4578424328954926,0.35725666029657116,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,11,18,false,0.8833333333333333,0.7718885765397393,0.3146067415730337,60,22,2,0.44196568039150413,0.34139027558005147,0.25579615384283455,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,12,18,false,0.8805555555555555,0.7901287072569266,0.4044943820224719,52,33,1,0.4704052313969991,0.3550394933211619,0.2670469414206255,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,13,18,false,0.8875,0.7929030639956252,0.38202247191011235,54,26,1,0.4101400440744943,0.2944935683314129,0.22059536717921646,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,14,18,false,0.8944444444444445,0.8067060583174138,0.4157303370786517,51,24,1,0.3892667688648964,0.27568454460103586,0.21412500018494116,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,15,18,false,0.8888888888888888,0.8286967060201261,0.5730337078651685,38,42,0,0.45454315284296987,0.3357589632472671,0.27319946553209795,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,16,18,false,0.8875,0.7895343433404592,0.3595505617977528,57,24,0,0.4220333159263469,0.30880369218360276,0.2592294988204895,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,17,18,false,0.8291666666666667,0.8130723928603786,0.898876404494382,9,114,0,0.5364382114312551,0.42400025617955917,0.3675051091647827,,not_meaningful_before_epoch_18
seed184_joint,184,baseline,joint,18,18,true,0.8833333333333333,0.8293543136190994,0.6179775280898876,34,50,0,0.4054404651407804,0.2994425990881047,0.2606712213227964,34,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed184_joint,184,baseline,joint,19,18,false,0.8833333333333333,0.711543501048218,0.12359550561797752,78,6,0,0.2989510144220415,0.20742765003385127,0.18050392162174492,34,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed184_joint,184,baseline,joint,20,18,false,0.9027777777777778,0.8100845410628019,0.38202247191011235,55,15,0,0.39627630808032926,0.28861356169499003,0.25060657582406287,34,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
seed184_frame_local_only,184,intervention,frame_local_only,1,13,false,0.75,0.2857142857142857,0.0,180,0,0,0.06941028604508821,0.07039344813869021,0.06735672534771658,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,2,13,false,0.7666666666666667,0.41208338091069413,0.0,154,12,2,0.4699596742843419,0.46666327830925136,0.4395238978747191,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,3,13,false,0.39166666666666666,0.2853657974500053,1.0,0,349,89,0.8453950610782635,0.8389878976058095,0.8189579280835689,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,4,13,false,0.7444444444444445,0.3363148392133899,0.0898876404494382,121,13,50,0.7392808700594482,0.7284413226941041,0.7012407587975873,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,5,13,false,0.7555555555555555,0.31469437926025257,0.0,176,0,0,0.48698064755104814,0.4740251302356687,0.44611389195367496,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,6,13,false,0.7611111111111111,0.3414119899742903,0.0,172,0,0,0.3274811206117659,0.31716029790011696,0.2968222146299884,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,7,13,false,0.8194444444444444,0.549565002395191,0.0,106,20,4,0.31308543614232076,0.3028493342358187,0.28323203292810784,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,8,13,false,0.8069444444444445,0.5554868603870419,0.02247191011235955,74,52,13,0.3723631054030858,0.35998208395083287,0.3361955497169882,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,9,13,false,0.8291666666666667,0.6834958739684921,0.25842696629213485,60,55,8,0.4735252439349973,0.45848125781406923,0.42850212599930704,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,10,13,false,0.875,0.7293796237289075,0.2247191011235955,63,21,6,0.5698202575829598,0.5528143232569305,0.5175125024195572,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,11,13,false,0.8819444444444444,0.7361066589901627,0.21348314606741572,67,13,5,0.6040489959374397,0.5843419232546642,0.5442099130616839,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,12,13,false,0.8763888888888889,0.7604793947667855,0.30337078651685395,59,27,3,0.5672081359801444,0.5426710918925947,0.49615903479714246,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,13,13,true,0.8833333333333333,0.7832207947540434,0.3595505617977528,56,27,1,0.4834220630556944,0.45338119689059636,0.4007745930322077,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,14,13,false,0.8916666666666667,0.7790334099931623,0.3146067415730337,59,17,2,0.3950782676557781,0.3609333223293943,0.30432891770800663,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,15,13,false,0.8972222222222223,0.772606398157115,0.2808988764044944,60,10,4,0.3455063255649707,0.3064071749112199,0.2435099796517053,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,16,13,false,0.8847222222222222,0.7523718205168345,0.2696629213483146,58,18,7,0.3584339262104194,0.3076784841711807,0.2288780877183406,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,17,13,false,0.8666666666666667,0.7327579827287846,0.2696629213483146,55,31,10,0.4339144369052713,0.3629322438590196,0.2601789234624297,,not_meaningful_before_epoch_18
seed184_frame_local_only,184,intervention,frame_local_only,18,13,false,0.8388888888888889,0.7216902264781883,0.3146067415730337,50,55,11,0.5310678397844975,0.44403982738651077,0.32242141466203456,50,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed184_frame_local_only,184,intervention,frame_local_only,19,13,false,0.8694444444444445,0.7620956104827074,0.33707865168539325,55,35,4,0.5509929217020537,0.45289196468406107,0.320587769975738,50,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed184_frame_local_only,184,intervention,frame_local_only,20,13,false,0.8888888888888888,0.7641155129532232,0.3146067415730337,60,10,10,0.47185535897522407,0.3590599252903502,0.2239250060573112,50,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
seed185_joint,185,baseline,joint,1,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.8022649534990205,0.8063682497125051,0.8053602831093019,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,2,20,false,0.7486111111111111,0.28723687716493473,0.0,172,1,8,0.5391675512573069,0.5433865689319541,0.5398933537278534,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,3,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.22344068342254877,0.2234275312976015,0.21719270439869223,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,4,20,false,0.7513888888888889,0.29318760000460453,0.0,179,0,0,0.26312987386289016,0.2635480899833918,0.25017409027423404,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,5,20,false,0.8555555555555555,0.6821708919059634,0.16853932584269662,84,16,4,0.4073847107203436,0.4092994503417478,0.38445391415119373,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,6,20,false,0.8277777777777777,0.6986472240570603,0.34831460674157305,61,43,20,0.49370899130264756,0.49387604829493337,0.4580078620472201,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,7,20,false,0.8291666666666667,0.6058010666334782,0.0898876404494382,59,41,23,0.5359405354040255,0.5314714236258764,0.4815640278233093,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,8,20,false,0.8652777777777778,0.6527564847077042,0.06741573033707865,79,11,7,0.43209562284833986,0.4193596936622041,0.35836861913004564,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,9,20,false,0.8763888888888889,0.7573486133231704,0.30337078651685395,60,24,5,0.3714135161206316,0.34997584960338063,0.2797860706566558,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,10,20,false,0.8277777777777777,0.7432106964015451,0.48314606741573035,37,78,9,0.42540375620569726,0.3895372875487678,0.2997522453491742,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,11,20,false,0.8597222222222223,0.7615973218555715,0.3707865168539326,54,45,2,0.34037292957333287,0.29829680037150447,0.20890365201644845,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,12,20,false,0.8847222222222222,0.7263468459925261,0.16853932584269662,74,6,3,0.22460882382384365,0.18831179358397354,0.12520374906183165,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,13,20,false,0.8819444444444444,0.7153900366239448,0.14606741573033707,76,6,3,0.24978154215800824,0.2021096322747763,0.1323039730902572,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,14,20,false,0.8847222222222222,0.7766464821864542,0.3258426966292135,59,23,1,0.41285417971655886,0.3326402612892419,0.22549135901010176,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,15,20,false,0.8055555555555556,0.7704266884650045,0.7528089887640449,17,118,5,0.6318267500267658,0.5423687414221399,0.42621844593181824,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,16,20,false,0.8069444444444445,0.7856719460293905,0.8426966292134831,13,125,1,0.6398093542398704,0.5496337915850545,0.43831456707967015,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,17,20,false,0.8791666666666667,0.8084727064705378,0.5056179775280899,44,43,0,0.4847416222044408,0.3910051480888117,0.2959634181092863,,not_meaningful_before_epoch_18
seed185_joint,185,baseline,joint,18,20,false,0.8833333333333333,0.7479760099929575,0.2247191011235955,69,14,1,0.31562283400365965,0.23893553629594236,0.18448832988868438,69,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed185_joint,185,baseline,joint,19,20,false,0.8791666666666667,0.7332985653847812,0.19101123595505617,72,14,1,0.3065010394309092,0.23002836480253638,0.18376220619918798,69,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed185_joint,185,baseline,joint,20,20,true,0.8986111111111111,0.8497949757193024,0.6629213483146067,30,43,0,0.43601060825012,0.3430182805950972,0.27918528015498173,30,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
seed185_frame_local_only,185,intervention,frame_local_only,1,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.9582822583374344,0.9583573338816891,0.9573764440024354,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,2,20,false,0.6541666666666667,0.45929873811170946,0.43820224719101125,91,127,31,0.8611508293443637,0.8615783376526933,0.8598656474797789,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,3,20,false,0.7638888888888888,0.3633068960749009,0.033707865168539325,168,1,1,0.5521865206743294,0.5525017045377305,0.5504046640543556,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,4,20,false,0.75,0.2857142857142857,0.0,180,0,0,0.27498210575079635,0.2746358394670612,0.26957840422747215,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,5,20,false,0.7513888888888889,0.29318760000460453,0.0,179,0,0,0.2561336336485397,0.25532859067313685,0.24875644357466054,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,6,20,false,0.8319444444444445,0.5609754469574852,0.0,109,7,5,0.3303151949158015,0.3289950913918909,0.320629784526756,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,7,20,false,0.8097222222222222,0.6677218745769955,0.34831460674157305,63,50,24,0.4320146198271095,0.43039386000752683,0.4207827634674147,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,8,20,false,0.8416666666666667,0.6228544327993076,0.07865168539325842,71,28,15,0.5236425154240795,0.5220911042180566,0.5120324060734914,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,9,20,false,0.7986111111111112,0.7311503143269854,0.5168539325842697,42,94,9,0.5878202256829528,0.5863830319366543,0.5757460791950115,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,10,20,false,0.6611111111111111,0.6631526179913276,0.8314606741573034,7,229,8,0.6226167594985021,0.6211329333710253,0.6094197958553599,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,11,20,false,0.6777777777777778,0.7061631662787732,0.898876404494382,7,222,3,0.6344667215981262,0.6326777769570802,0.6192291904080239,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,12,20,false,0.7958333333333333,0.7406174786998919,0.5280898876404494,40,105,2,0.6142768910252767,0.6116949465819728,0.5949302525713208,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,13,20,false,0.8472222222222222,0.7492386269390212,0.3595505617977528,55,53,2,0.5660280452362553,0.5621396210278666,0.540385854586674,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,14,20,false,0.8097222222222222,0.757104078369291,0.550561797752809,39,97,1,0.4982139185848732,0.4926590524508972,0.4648940703411642,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,15,20,false,0.8361111111111111,0.7604884875625467,0.449438202247191,48,69,1,0.4264843051608542,0.41920492988618474,0.3856652997086698,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,16,20,false,0.8625,0.7588987337551606,0.33707865168539325,58,40,1,0.37694598936547385,0.36793948374503527,0.3292157089377853,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,17,20,false,0.8736111111111111,0.7683646752205074,0.33707865168539325,58,32,1,0.3684199426274748,0.3571733414888642,0.31221069051500033,,not_meaningful_before_epoch_18
seed185_frame_local_only,185,intervention,frame_local_only,18,20,false,0.8597222222222223,0.7686346453027286,0.39325842696629215,53,47,1,0.3993462184660367,0.38483958163020804,0.33134673075290305,53,gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18]
seed185_frame_local_only,185,intervention,frame_local_only,19,20,false,0.8486111111111111,0.7773954361731881,0.48314606741573035,46,63,0,0.4583820596441684,0.4396684724848129,0.37666307807559,46,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19]"
seed185_frame_local_only,185,intervention,frame_local_only,20,20,true,0.8319444444444445,0.7774660783339664,0.5617977528089888,39,82,0,0.5218474804786645,0.4983312812492476,0.42646695864806583,39,"gold_SUPPORT_and_NOT_ENTITLED_at_available_tail_epochs_[18, 19, 20]"
