id,source_row_id,stable_row_id,dev_position,seed,analysis_view,transition_role,intervention_type,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six,joint_frame_value,joint_predicate_value,joint_sufficiency_value,joint_polarity_value,joint_entitlement_value,frame_pass,predicate_pass,sufficiency_pass,polarity_pass,entitlement_pass,frame_headroom,predicate_headroom,sufficiency_headroom,polarity_headroom,entitlement_headroom,local_signature,mechanistic_state_class,trace_intervention_frame_value,trace_intervention_predicate_value,trace_intervention_sufficiency_value,trace_intervention_polarity_value,trace_intervention_entitlement_value,trace_intervention_support_vs_not_entitled_margin_value,trace_intervention_support_probability_value,trace_intervention_not_entitled_probability_value,trace_paired_frame_delta,trace_paired_predicate_delta,trace_paired_sufficiency_delta,trace_paired_polarity_delta,trace_paired_entitlement_delta,trace_paired_support_vs_not_entitled_margin_delta,trace_paired_support_probability_delta,trace_paired_not_entitled_probability_delta,trace_joint_tail3_status,trace_intervention_tail3_status,trace_selected_joint_final,trace_selected_intervention_final,trace_selected_paired_transition,secondary_joint_support_vs_not_entitled_margin,secondary_joint_support_probability,secondary_joint_not_entitled_probability,secondary_final_composition_headroom,secondary_composition_pass,secondary_composition_augmented_signature,secondary_view_label,source_row_provenance
reef_protection__none,reef_protection__none,reef_protection__none,48,184,tail3,harm,none,false,false,false,false,0.6009909311930338,0.6424650152524313,0.9954816897710165,3.5154507160186768,0.38892418146133423,true,true,true,true,false,0.10099093119303382,0.14246501525243127,0.4954816897710165,3.5154507160186768,-0.11107581853866577,1|1|1|1|0,DOWNSTREAM_DEFICIT_WITH_FRAME_PASS,0.409533550341924,0.44531964262326557,0.9918455481529236,2.9123359521230063,0.18243292470773062,-0.27318209409713745,0.34544740120569867,0.45276814699172974,-0.1914573808511098,-0.1971453726291657,-0.003636141618092892,-0.6031147638956704,-0.2064912567536036,-1.0760024785995483,-0.23865414659182232,0.18564490973949432,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,SUPPORT,NOT_ENTITLED,HARM_STABLE_SUPPORT_TO_PERSISTENT_NE,0.8028203845024109,0.584101547797521,0.2671232372522354,0.8028203845024109,true,1|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,184,tail3,harm,paraphrase,false,false,false,false,0.7071426709493002,0.8394987980524699,0.9948625167210897,3.184112866719564,0.5930217007795969,true,true,true,true,true,0.20714267094930017,0.33949879805246985,0.4948625167210897,3.184112866719564,0.09302170077959693,1|1|1|1|1,ALL_LOCAL_CHANNELS_PASS,0.935436487197876,0.8861516118049622,0.9929722547531128,1.1749502817789714,0.8220812877019247,1.917645663022995,0.6260335445404053,0.0890952820579211,0.2282938162485758,0.046652813752492306,-0.001890261967976925,-2.0091625849405927,0.22905958692232775,0.20068826278050733,-0.12091594934463501,-0.04950622220834096,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,1.7169574002424877,0.7469494938850403,0.13860150426626205,1.7169574002424877,true,1|1|1|1|1|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_115__paraphrase,generated_fact_115__paraphrase,generated_fact_115__paraphrase,241,184,tail3,harm,paraphrase,false,false,false,false,0.6784031987190247,0.7356285651524862,0.9947421153386434,3.1899778048197427,0.5014143983523051,true,true,true,true,true,0.17840319871902466,0.2356285651524862,0.49474211533864343,3.1899778048197427,0.0014143983523050574,1|1|1|1|1,ALL_LOCAL_CHANNELS_PASS,0.934065043926239,0.881548543771108,0.9905331333478292,0.9410496155420939,0.8145744999249777,1.8379295368989308,0.5789875288804373,0.08576664328575134,0.25566184520721436,0.14591997861862183,-0.004208981990814209,-2.248928189277649,0.3131601015726726,0.5293957988421121,-0.09286833802858985,-0.10491799314816794,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,1.3085337380568187,0.6718558669090271,0.19068463643391928,1.3085337380568187,true,1|1|1|1|1|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_128__paraphrase,generated_fact_128__paraphrase,generated_fact_128__paraphrase,289,184,tail3,harm,paraphrase,false,false,false,false,0.42747639616330463,0.7806689143180847,0.9950804114341736,3.417020797729492,0.33657210568586987,false,true,true,true,false,-0.07252360383669537,0.2806689143180847,0.4950804114341736,3.417020797729492,-0.16342789431413013,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.9747293790181478,0.905138631661733,0.9909360607465109,-0.46044329802195233,0.8739056587219238,1.2920739029844601,0.37575331578652066,0.08291443685690562,0.5472529828548431,0.12446971734364831,-0.004144350687662723,-3.8774640957514444,0.5373335530360539,0.7770266706744829,-0.1462745144963264,-0.23092428346474964,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,0.5150472323099772,0.522027830282847,0.3138387203216553,0.5150472323099772,true,0|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_166__polarity_flip,generated_fact_166__polarity_flip,generated_fact_166__polarity_flip,431,184,tail3,harm,polarity_flip,false,false,false,false,0.5878957509994507,0.6193854908148447,0.9945770700772604,3.4909942944844565,0.36978306869665784,true,true,true,true,false,0.08789575099945068,0.11938549081484473,0.4945770700772604,3.4909942944844565,-0.13021693130334216,1|1|1|1|0,DOWNSTREAM_DEFICIT_WITH_FRAME_PASS,0.4361601074536641,0.4477735062440236,0.9910212953885397,2.9224580923716226,0.19927478830019632,-0.1979085902372996,0.36248796184857685,0.43863004446029663,-0.15173564354578656,-0.1716119845708211,-0.003555774688720703,-0.568536202112834,-0.17050828039646151,-0.9019047319889069,-0.1985581815242768,0.1531776487827301,STABLE_SUPPORT,UNSTABLE,SUPPORT,NOT_ENTITLED,HARM_STABLE_SUPPORT_TO_UNSTABLE,0.7039961417516073,0.5610461433728536,0.28545239567756653,0.7039961417516073,true,1|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,683,184,tail3,harm,polarity_flip,false,false,false,false,0.5765069822470347,0.6619369586308798,0.995010495185852,3.438427766164144,0.38521849115689594,true,true,true,true,false,0.07650698224703467,0.16193695863087976,0.49501049518585205,3.438427766164144,-0.11478150884310406,1|1|1|1|0,DOWNSTREAM_DEFICIT_WITH_FRAME_PASS,0.34196797013282776,0.44070400794347125,0.9905339479446411,2.8951851526896157,0.1523649493853251,-0.40686148405075073,0.31912338733673096,0.4773240387439728,-0.2345390121142069,-0.2212329506874085,-0.0044765472412109375,-0.5432426134745283,-0.23285354177157083,-1.1490974426269531,-0.2518909275531769,0.1999507149060567,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,SUPPORT,NOT_ENTITLED,HARM_STABLE_SUPPORT_TO_PERSISTENT_NE,0.7422359585762024,0.5710143148899078,0.2773733238379161,0.7422359585762024,true,1|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
museum_purchase__paraphrase,museum_purchase__paraphrase,museum_purchase__paraphrase,13,184,tail3,recovery,paraphrase,false,false,false,false,0.18530439833799997,0.5989986956119537,0.9918224414189657,3.299319585164388,0.11502213031053543,false,true,true,true,false,-0.31469560166200006,0.09899869561195374,0.4918224414189657,3.299319585164388,-0.38497786968946457,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.8785087863604227,0.8098938663800558,0.9899581472078959,2.489248593648275,0.7032628059387207,1.858231355746587,0.7449450492858887,0.1215999498963356,0.6932043880224228,0.21089517076810205,-0.0018642942110698169,-0.8100709915161133,0.5882406756281853,2.38244458536307,0.4470364252726237,-0.3783607805768649,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.5242132296164831,0.29790862401326496,0.4999607304732005,-0.5242132296164831,false,0|1|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
satellite_launch__paraphrase,satellite_launch__paraphrase,satellite_launch__paraphrase,25,184,tail3,recovery,paraphrase,true,true,true,true,0.22480798761049905,0.5133046507835388,0.9935928583145142,3.4291698932647705,0.11918193971117337,false,true,true,true,false,-0.275192012389501,0.013304650783538818,0.49359285831451416,3.4291698932647705,-0.38081806028882664,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.8417033950487772,0.6576315959294637,0.992516835530599,2.6639602184295654,0.547261635462443,1.2605371177196503,0.6551387906074524,0.19122185309727988,0.6168954074382782,0.14432694514592492,-0.0010760227839151648,-0.7652096748352051,0.42807969575126964,1.7481543471415837,0.3498964111010234,-0.30254850784937537,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,NOT_ENTITLED,RESCUE_NE_TO_STABLE_SUPPORT,-0.4876172294219335,0.305242379506429,0.4937703609466553,-0.4876172294219335,false,0|1|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
language_program__paraphrase,language_program__paraphrase,language_program__paraphrase,61,184,tail3,recovery,paraphrase,false,false,false,false,0.2888171374797821,0.42437857389450073,0.9943068027496338,3.4929049015045166,0.1293997031946977,false,false,true,true,false,-0.2111828625202179,-0.07562142610549927,0.4943068027496338,3.4929049015045166,-0.37060029680530227,0|0|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.8368773659070333,0.7298334836959839,0.9919938445091248,2.581812302271525,0.6052732268969218,1.497561792532603,0.6878496408462524,0.1629776582121849,0.5480602284272512,0.30545490980148315,-0.002312958240509033,-0.9110925992329917,0.475873523702224,1.926101083556811,0.36953023076057434,-0.3197051559885343,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.42853929102420807,0.3183194100856781,0.4826828142007192,-0.42853929102420807,false,0|0|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,184,tail3,recovery,paraphrase,false,false,false,false,0.21519933144251505,0.6062658627827963,0.994179348150889,3.413797458012899,0.1342231755455335,false,true,true,true,false,-0.284800668557485,0.10626586278279626,0.49417934815088904,3.413797458012899,-0.36577682445446646,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.9149918158849081,0.7982367078463236,0.9927871823310852,2.114056666692098,0.7235274712244669,1.8404993017514546,0.7173583706219991,0.11665969341993332,0.6997924844423931,0.19197084506352735,-0.0013921658198038367,-1.2997407913208008,0.5893042956789334,2.262001166741053,0.39904551704724633,-0.365483579536279,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.4215018649895986,0.3183128535747528,0.48214327295621234,-0.4215018649895986,false,0|1|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_118__paraphrase,generated_fact_118__paraphrase,generated_fact_118__paraphrase,253,184,tail3,recovery,paraphrase,false,false,false,false,0.29375164210796356,0.41324945787588757,0.9926178654034933,3.443128744761149,0.1283432145913442,false,false,true,true,false,-0.20624835789203644,-0.08675054212411243,0.4926178654034933,3.443128744761149,-0.37165678540865577,0|0|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.9064352711041769,0.7994809746742249,0.9917407035827637,2.1602798302968345,0.717346727848053,1.825047845641772,0.7134372194608053,0.11989228179057439,0.6126836289962133,0.3862315167983373,-0.0008771618207296106,-1.2828489144643145,0.5890035132567087,2.267120848099391,0.39743818342685705,-0.36495056500037515,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.4420730024576187,0.31599903603394824,0.4848428467909495,-0.4420730024576187,false,0|0|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
reef_protection__none,reef_protection__none,reef_protection__none,48,185,tail3,harm,none,false,false,false,false,0.506583034992218,0.5141277213891348,0.9934991399447123,3.6935572624206543,0.2623603244622548,true,true,true,true,false,0.006583034992218018,0.014127721389134762,0.4934991399447123,3.6935572624206543,-0.23763967553774518,1|1|1|1|0,DOWNSTREAM_DEFICIT_WITH_FRAME_PASS,0.3711729149023692,0.5120985408624014,0.9943365653355917,3.889270226160685,0.18951203922430673,-0.060497780640920006,0.3939848442872365,0.4180653889973958,-0.13541012008984882,-0.0020291805267333984,0.0008374253908793872,0.19571296374003078,-0.07284828523794809,-0.34254980087280273,-0.07503868142763775,0.06307188669840491,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,0.28205202023188275,0.46902352571487427,0.3549935022989909,0.28205202023188275,true,1|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_045__none,generated_fact_045__none,generated_fact_045__none,84,185,tail3,harm,none,false,false,false,false,0.4750056167443593,0.5730124115943909,0.9932253758112589,3.684485832850138,0.2740178406238556,false,true,true,true,false,-0.024994383255640684,0.07301241159439087,0.4932253758112589,3.684485832850138,-0.2259821593761444,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.38191012541453045,0.556652307510376,0.9945343931516012,3.8737035592397056,0.21141964197158813,0.03702441851298014,0.41605260968208313,0.40076500177383423,-0.09309549132982886,-0.016360104084014893,0.0013090173403422778,0.18921772638956735,-0.06259819865226746,-0.282073438167572,-0.06232116619745892,0.05155493815739948,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,0.3190978566805522,0.47837377587954205,0.34921006361643475,0.3190978566805522,true,0|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,683,185,tail3,harm,polarity_flip,false,false,false,false,0.47413955132166546,0.582987109820048,0.9935401479403178,3.7124122778574624,0.27809276183446247,false,true,true,true,false,-0.025860448678334536,0.08298710982004798,0.49354014794031775,3.7124122778574624,-0.22190723816553753,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.3677193919817607,0.5797620415687561,0.9945639769236246,3.9037222862243652,0.2122642695903778,0.05272136131922404,0.41945432623227435,0.39770881334940594,-0.10642015933990479,-0.003225068251291874,0.0010238289833068848,0.19131000836690282,-0.06582849224408466,-0.2977447509765625,-0.06587572892506921,0.054153045018514034,STABLE_SUPPORT,UNSTABLE,SUPPORT,SUPPORT,HARM_STABLE_SUPPORT_TO_UNSTABLE,0.35046611229578656,0.48533005515734357,0.3435557683308919,0.35046611229578656,true,0|1|1|1|0|1,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
museum_purchase__none,museum_purchase__none,museum_purchase__none,12,185,tail3,recovery,none,false,false,false,false,0.28118065496285755,0.5081050197283427,0.992123564084371,3.664806524912516,0.14321501553058624,false,true,true,true,false,-0.21881934503714245,0.008105019728342655,0.49212356408437097,3.664806524912516,-0.35678498446941376,0|1|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.4978277087211609,0.6773693164189657,0.9941165844599406,3.7467094262441,0.3345406651496887,0.6173638701438904,0.547747274239858,0.29597081740697223,0.21664705375830334,0.16926429669062304,0.0019930203755695874,0.08190290133158395,0.19132564961910248,0.9503230253855388,0.2120391428470612,-0.1709746917088827,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.3329591552416484,0.3357081313927968,0.4669455091158549,-0.3329591552416484,false,0|1|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
satellite_launch__paraphrase,satellite_launch__paraphrase,satellite_launch__paraphrase,25,185,tail3,recovery,paraphrase,true,true,true,true,0.2308102399110794,0.41226135691006977,0.9926106135050455,3.7075801690419516,0.09766339262326558,false,false,true,true,false,-0.2691897600889206,-0.08773864308993023,0.49261061350504554,3.7075801690419516,-0.40233660737673443,0|0|1|1|0,FRAME_PLUS_DOWNSTREAM_DEFICIT,0.5294670661290487,0.5327057838439941,0.9906045397122701,3.720242897669474,0.27977598706881207,0.34355270862579346,0.4850386381149292,0.34423036376635235,0.2986568262179693,0.12044442693392438,-0.002006073792775398,0.01266272862752249,0.1821125944455465,0.8917378981908163,0.19162428379058838,-0.16038601597150165,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,NOT_ENTITLED,SUPPORT,RESCUE_NE_TO_STABLE_SUPPORT,-0.5481851895650228,0.2934143543243408,0.504616379737854,-0.5481851895650228,false,0|0|1|1|0|0,composition_augmented_non_authorizing,"{""identity_semantics"":""B2-A stable_row_id = selected id cross-checked with trajectory source_row_id"",""native_state"":""stage196b2a_support_transition_rows.csv tail3 joint arm"",""primary_population"":""stage196b2a_harm_rescue_rows.csv"",""recurrent_membership"":""stage196b2a_recurrent_position_propagation.csv"",""stage196b2a_analyzer_git_commit"":""833752ec25890e76ee3c2dc3f3bc3c3c1b7428a6""}"
