record_type,seed,stable_row_id,direction,transition_role,subtype,coalition_mask,coalition_members,criterion,numerator,denominator,passed,details
identity_minimal_primitive,184,generated_fact_039__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_039__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,generated_fact_083__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00001,"[""NEGATIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_083__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00010,"[""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_083__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,POLARITY_OVERRIDE_ROWS,00011,"[""POSITIVE_ENERGY"",""NEGATIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_115__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00001,"[""NEGATIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_115__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00010,"[""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_115__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,POLARITY_OVERRIDE_ROWS,00011,"[""POSITIVE_ENERGY"",""NEGATIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_118__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_118__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,generated_fact_128__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00001,"[""NEGATIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_128__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,POLARITY_OVERRIDE_ROWS,00010,"[""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_128__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,POLARITY_OVERRIDE_ROWS,00010,"[""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_166__polarity_flip,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,11010,"[""FRAME"",""PREDICATE"",""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,184,generated_fact_166__polarity_flip,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,00010,"[""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_166__polarity_flip,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,01000,"[""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_166__polarity_flip,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,generated_fact_285__polarity_flip,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,COMPOSITION_RESIDUAL_ROWS,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,generated_fact_285__polarity_flip,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,COMPOSITION_RESIDUAL_ROWS,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,language_program__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,language_program__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,museum_purchase__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,museum_purchase__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,reef_protection__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,01010,"[""PREDICATE"",""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,reef_protection__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10010,"[""FRAME"",""POSITIVE_ENERGY""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,reef_protection__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,184,reef_protection__none,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,satellite_launch__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,184,satellite_launch__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED184_MULTI_CHANNEL_CONFLICT,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,185,generated_fact_045__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,185,generated_fact_045__none,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,185,generated_fact_285__polarity_flip,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,185,generated_fact_285__polarity_flip,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,185,museum_purchase__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED185_FRAME_ENTITLEMENT_GAIN,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,185,museum_purchase__none,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED185_FRAME_ENTITLEMENT_GAIN,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
identity_minimal_primitive,185,reef_protection__none,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""UNSTABLE""}"
identity_minimal_primitive,185,reef_protection__none,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,harm,FRAME_ENTITLEMENT_LOSS_LIKE_ROWS,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""UNSTABLE"",""donor_tail_status"":""UNSTABLE"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,185,satellite_launch__paraphrase,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,recovery,RECOVERY_SEED185_FRAME_ENTITLEMENT_GAIN,10000,"[""FRAME""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""PERSISTENT_NOT_ENTITLED"",""donor_tail_status"":""PERSISTENT_NOT_ENTITLED"",""recipient_tail_status"":""STABLE_SUPPORT""}"
identity_minimal_primitive,185,satellite_launch__paraphrase,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,recovery,RECOVERY_SEED185_FRAME_ENTITLEMENT_GAIN,11000,"[""FRAME"",""PREDICATE""]",donor_tail_status_reproduced_no_proper_subset,1,1,true,"{""coalition_tail_status"":""STABLE_SUPPORT"",""donor_tail_status"":""STABLE_SUPPORT"",""recipient_tail_status"":""PERSISTENT_NOT_ENTITLED""}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00000,[],all_recovery_donor_reproduced,0,5,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00000,[],all_harm_recipient_preserved,6,6,true,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00000,[],exact_recovery_and_harm,6,11,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00001,"[""NEGATIVE_ENERGY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00001,"[""NEGATIVE_ENERGY""]",all_harm_recipient_preserved,6,6,true,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00001,"[""NEGATIVE_ENERGY""]",exact_recovery_and_harm,6,11,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00010,"[""POSITIVE_ENERGY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":4,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00010,"[""POSITIVE_ENERGY""]",all_harm_recipient_preserved,4,6,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":4,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00010,"[""POSITIVE_ENERGY""]",exact_recovery_and_harm,4,11,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":4,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00011,"[""POSITIVE_ENERGY"",""NEGATIVE_ENERGY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":2,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00011,"[""POSITIVE_ENERGY"",""NEGATIVE_ENERGY""]",all_harm_recipient_preserved,2,6,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":2,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00011,"[""POSITIVE_ENERGY"",""NEGATIVE_ENERGY""]",exact_recovery_and_harm,2,11,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":2,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00100,"[""SUFFICIENCY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00100,"[""SUFFICIENCY""]",all_harm_recipient_preserved,6,6,true,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00100,"[""SUFFICIENCY""]",exact_recovery_and_harm,6,11,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00101,"[""SUFFICIENCY"",""NEGATIVE_ENERGY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00101,"[""SUFFICIENCY"",""NEGATIVE_ENERGY""]",all_harm_recipient_preserved,6,6,true,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00101,"[""SUFFICIENCY"",""NEGATIVE_ENERGY""]",exact_recovery_and_harm,6,11,false,"{""harm_all"":true,""harm_denominator"":6,""harm_recipient_preservation_count"":6,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
seed_fixed_primitive,184,,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,,,00110,"[""SUFFICIENCY"",""POSITIVE_ENERGY""]",all_recovery_donor_reproduced,0,5,false,"{""harm_all"":false,""harm_denominator"":6,""harm_recipient_preservation_count"":4,""passed"":false,""recovery_all"":false,""recovery_denominator"":5,""recovery_donor_reproduction_count"":0}"
